Type,Address,Price,Street Address,City,State,Zip Code,Sq. Feet,Href
Townhouse for sale,"30 S Nome St, Aurora, CO 80012","$209,900 ",30 S Nome St ,Aurora,CO,80012,"1,204",https://www.zillow.com/homedetails/30-S-Nome-St-Aurora-CO-80012/13039147_zpid/
Townhouse for sale,"11771 E Cedar Ave, Aurora, CO 80012","$242,000 ",11771 E Cedar Ave ,Aurora,CO,80012,"1,270",https://www.zillow.com/homedetails/11771-E-Cedar-Ave-Aurora-CO-80012/13038942_zpid/
Condo for sale,"1155 S Fairplay Cir Unit C, Aurora, CO 80012","$204,999 ",1155 S Fairplay Cir Unit C,Aurora,CO,80012,968,https://www.zillow.com/homedetails/1155-S-Fairplay-Cir-UNIT-C-Aurora-CO-80012/13067553_zpid/
Townhouse for sale,"88 S Nome St, Aurora, CO 80012","$233,000 ",88 S Nome St ,Aurora,CO,80012,"1,153",https://www.zillow.com/homedetails/88-S-Nome-St-Aurora-CO-80012/13039173_zpid/
Condo for sale,"13969 E Utah Cir, Aurora, CO 80012","$258,000 ",13969 E Utah Cir ,Aurora,CO,80012,"1,568",https://www.zillow.com/homedetails/13969-E-Utah-Cir-Aurora-CO-80012/13068774_zpid/
Condo for sale,"14331 E Tennessee Ave Unit 101, Aurora, CO 80012","$279,990 ",14331 E Tennessee Ave Unit 101,Aurora,CO,80012,"1,155",https://www.zillow.com/homedetails/14331-E-Tennessee-Ave-UNIT-101-Aurora-CO-80012/2079430297_zpid/
Condo for sale,"14760 E Kentucky Dr Apt 321, Aurora, CO 80012","$144,900 ",14760 E Kentucky Dr Apt 321,Aurora,CO,80012,894,https://www.zillow.com/homedetails/14760-E-Kentucky-Dr-APT-321-Aurora-CO-80012/13066589_zpid/
Auction,"13156 E Exposition Dr, Aurora, CO 80012","$362,393 ",13156 E Exposition Dr ,Aurora,CO,80012,"1,818",https://www.zillow.com/homedetails/13156-E-Exposition-Dr-Aurora-CO-80012/13042330_zpid/
Condo for sale,"14182 E Colorado Dr Unit 202, Aurora, CO 80012","$165,000 ",14182 E Colorado Dr Unit 202,Aurora,CO,80012,708,https://www.zillow.com/homedetails/14182-E-Colorado-Dr-UNIT-202-Aurora-CO-80012/13068917_zpid/
New construction,"14341 E Tennessee Ave Unit 105, Aurora, CO 80012","$227,040 ",14341 E Tennessee Ave Unit 105,Aurora,CO,80012,753,https://www.zillow.com/homedetails/14341-E-Tennessee-Ave-UNIT-105-Aurora-CO-80012/2080367123_zpid/
Pre-foreclosure / Auction,"11866 E Kepner Dr, Aurora, CO 80012","$257,231 ",11866 E Kepner Dr ,Aurora,CO,80012,"1,064",https://www.zillow.com/homedetails/11866-E-Kepner-Dr-Aurora-CO-80012/13044301_zpid/
Condo for sale,"970 S Dawson Way Unit 17, Aurora, CO 80012","$169,900 ",970 S Dawson Way Unit 17,Aurora,CO,80012,698,https://www.zillow.com/homedetails/970-S-Dawson-Way-UNIT-17-Aurora-CO-80012/61207128_zpid/
Pre-foreclosure / Auction,"271 S Newark Cir, Aurora, CO 80012","$267,167 ",271 S Newark Cir ,Aurora,CO,80012,"1,734",https://www.zillow.com/homedetails/271-S-Newark-Cir-Aurora-CO-80012/13038781_zpid/
Pre-foreclosure / Auction,"12155 E Nevada Pl, Aurora, CO 80012","$349,656 ",12155 E Nevada Pl ,Aurora,CO,80012,"2,187",https://www.zillow.com/homedetails/12155-E-Nevada-Pl-Aurora-CO-80012/13041005_zpid/
Condo for sale,"922 S Peoria St, Aurora, CO 80012","$174,900 ",922 S Peoria St ,Aurora,CO,80012,816,https://www.zillow.com/homedetails/922-S-Peoria-St-Aurora-CO-80012/13041833_zpid/
Condo for sale,"44 Nome Way Unit D, Aurora, CO 80012","$265,000 ",44 Nome Way Unit D,Aurora,CO,80012,"1,134",https://www.zillow.com/homedetails/44-Nome-Way-UNIT-D-Aurora-CO-80012/13038754_zpid/
Townhouse for sale,"73 S Sable Blvd Apt D11, Aurora, CO 80012","$195,000 ",73 S Sable Blvd Apt D11,Aurora,CO,80012,"1,120",https://www.zillow.com/homedetails/73-S-Sable-Blvd-APT-D11-Aurora-CO-80012/13062754_zpid/
New construction,"14331 E Tennessee Ave Unit 302, Aurora, CO 80012","$274,350 ",14331 E Tennessee Ave Unit 302,Aurora,CO,80012,"1,182",https://www.zillow.com/homedetails/14331-E-Tennessee-Ave-UNIT-302-Aurora-CO-80012/2081025565_zpid/
Pre-foreclosure / Auction,"11953 E Ford Dr, Aurora, CO 80012","$241,748 ",11953 E Ford Dr ,Aurora,CO,80012,"1,092",https://www.zillow.com/homedetails/11953-E-Ford-Dr-Aurora-CO-80012/13044348_zpid/
Pre-foreclosure / Auction,"13494 E Jewell Ave Unit 104, Aurora, CO 80012","$214,900 ",13494 E Jewell Ave Unit 104,Aurora,CO,80012,948,https://www.zillow.com/homedetails/13494-E-Jewell-Ave-UNIT-104-Aurora-CO-80012/13050492_zpid/
Pre-foreclosure / Auction,"12444 E Tennessee Cir Apt C, Aurora, CO 80012","$168,007 ",12444 E Tennessee Cir Apt C,Aurora,CO,80012,738,https://www.zillow.com/homedetails/12444-E-Tennessee-Cir-APT-C-Aurora-CO-80012/13041920_zpid/
Pre-foreclosure / Auction,"282 S Newark Cir, Aurora, CO 80012","$289,333 ",282 S Newark Cir ,Aurora,CO,80012,"2,448",https://www.zillow.com/homedetails/282-S-Newark-Cir-Aurora-CO-80012/13038790_zpid/
Pre-foreclosure,"1651 S Blackhawk Way Apt C, Aurora, CO 80012","$223,190 ",1651 S Blackhawk Way Apt C,Aurora,CO,80012,"1,036",https://www.zillow.com/homedetails/1651-S-Blackhawk-Way-APT-C-Aurora-CO-80012/13069185_zpid/
Pre-foreclosure,"14097 E Jewell Ave, Aurora, CO 80012","$235,804 ",14097 E Jewell Ave ,Aurora,CO,80012,"1,056",https://www.zillow.com/homedetails/14097-E-Jewell-Ave-Aurora-CO-80012/13068722_zpid/
Pre-foreclosure / Auction,"15187 E Louisiana Dr Unit A, Aurora, CO 80012","$247,737 ",15187 E Louisiana Dr Unit A,Aurora,CO,80012,"1,793",https://www.zillow.com/homedetails/15187-E-Louisiana-Dr-UNIT-A-Aurora-CO-80012/13067623_zpid/
Pre-foreclosure,"1825 S Evanston St, Aurora, CO 80012","$363,215 ",1825 S Evanston St ,Aurora,CO,80012,"1,278",https://www.zillow.com/homedetails/1825-S-Evanston-St-Aurora-CO-80012/13069930_zpid/
Pre-foreclosure / Auction,"12483 E Cedar Cir, Aurora, CO 80012","$462,711 ",12483 E Cedar Cir ,Aurora,CO,80012,"2,604",https://www.zillow.com/homedetails/12483-E-Cedar-Cir-Aurora-CO-80012/13040358_zpid/
Pre-foreclosure / Auction,"1181 S Sable Blvd Unit D, Aurora, CO 80012","$288,218 ",1181 S Sable Blvd Unit D,Aurora,CO,80012,"1,924",https://www.zillow.com/homedetails/1181-S-Sable-Blvd-UNIT-D-Aurora-CO-80012/13068246_zpid/
House for sale,"10800 E Jewell Ave, Aurora, CO 80012","$749,950 ",10800 E Jewell Ave ,Aurora,CO,80012,"2,616",https://www.zillow.com/homedetails/10800-E-Jewell-Ave-Aurora-CO-80012/99620905_zpid/
House for sale,"933 S Ivy St, Denver, CO 80224","$625,000 ",933 S Ivy St ,Denver,CO,80224,"2,530",https://www.zillow.com/homedetails/933-S-Ivy-St-Denver-CO-80224/13403934_zpid/
Condo for sale,"6550 E Mississippi Ave Apt 8, Denver, CO 80224","$250,000 ",6550 E Mississippi Ave Apt 8,Denver,CO,80224,"1,203",https://www.zillow.com/homedetails/6550-E-Mississippi-Ave-APT-8-Denver-CO-80224/13407845_zpid/
House for sale,"1490 S Jasmine Way, Denver, CO 80224","$535,000 ",1490 S Jasmine Way ,Denver,CO,80224,"1,612",https://www.zillow.com/homedetails/1490-S-Jasmine-Way-Denver-CO-80224/13408251_zpid/
House for sale,"1990 S Linden Ct, Denver, CO 80224","$499,900 ",1990 S Linden Ct ,Denver,CO,80224,"1,903",https://www.zillow.com/homedetails/1990-S-Linden-Ct-Denver-CO-80224/13412071_zpid/
Townhouse for sale,"6484 E Mississippi Ave, Denver, CO 80224","$285,000 ",6484 E Mississippi Ave ,Denver,CO,80224,"1,586",https://www.zillow.com/homedetails/6484-E-Mississippi-Ave-Denver-CO-80224/13408097_zpid/
House for sale,"655 S Jersey St, Denver, CO 80224","$500,000 ",655 S Jersey St ,Denver,CO,80224,"2,290",https://www.zillow.com/homedetails/655-S-Jersey-St-Denver-CO-80224/13403487_zpid/
House for sale,"160 S Ivy St, Denver, CO 80224","$2,195,000 ",160 S Ivy St ,Denver,CO,80224,"5,170",https://www.zillow.com/homedetails/160-S-Ivy-St-Denver-CO-80224/13397249_zpid/
Townhouse for sale,"6778 E Panorama Ln Unit F-4, Denver, CO 80224","$455,000 ",6778 E Panorama Ln Unit F-4,Denver,CO,80224,"2,406",https://www.zillow.com/homedetails/6778-E-Panorama-Ln-UNIT-F-4-Denver-CO-80224/58294667_zpid/
House for sale,"430 S Poplar Way, Denver, CO 80224","$630,000 ",430 S Poplar Way ,Denver,CO,80224,"2,782",https://www.zillow.com/homedetails/430-S-Poplar-Way-Denver-CO-80224/13402675_zpid/
Condo for sale,"6800 E Tennessee Ave Apt 672, Denver, CO 80224","$210,000 ",6800 E Tennessee Ave Apt 672,Denver,CO,80224,"1,040",https://www.zillow.com/homedetails/6800-E-Tennessee-Ave-APT-672-Denver-CO-80224/13404279_zpid/
For sale by owner,"1250 S Monaco Pkwy Apt 42, Denver, CO 80224","$245,000 ",1250 S Monaco Pkwy Apt 42,Denver,CO,80224,944,https://www.zillow.com/homedetails/1250-S-Monaco-Pkwy-APT-42-Denver-CO-80224/2091327374_zpid/
Condo for sale,"6930 E Girard Ave Apt 407, Denver, CO 80224","$316,900 ",6930 E Girard Ave Apt 407,Denver,CO,80224,"1,200",https://www.zillow.com/homedetails/6930-E-Girard-Ave-APT-407-Denver-CO-80224/13417171_zpid/
House for sale,"151 S Jasmine St, Denver, CO 80224","$1,590,000 ",151 S Jasmine St ,Denver,CO,80224,"5,927",https://www.zillow.com/homedetails/151-S-Jasmine-St-Denver-CO-80224/13397239_zpid/
Condo for sale,"6980 E Girard Ave Apt 407, Denver, CO 80224","$269,000 ",6980 E Girard Ave Apt 407,Denver,CO,80224,"1,200",https://www.zillow.com/homedetails/6980-E-Girard-Ave-APT-407-Denver-CO-80224/13417095_zpid/
House for sale,"6475 E Cedar Ave, Denver, CO 80224","$650,000 ",6475 E Cedar Ave ,Denver,CO,80224,"2,678",https://www.zillow.com/homedetails/6475-E-Cedar-Ave-Denver-CO-80224/247389550_zpid/
House for sale,"7043 E Ohio Dr, Denver, CO 80224","$795,000 ",7043 E Ohio Dr ,Denver,CO,80224,"3,235",https://www.zillow.com/homedetails/7043-E-Ohio-Dr-Denver-CO-80224/13404162_zpid/
Condo for sale,"6960 E Girard Ave Apt 406, Denver, CO 80224","$260,000 ",6960 E Girard Ave Apt 406,Denver,CO,80224,"1,000",https://www.zillow.com/homedetails/6960-E-Girard-Ave-APT-406-Denver-CO-80224/13417321_zpid/
House for sale,"5601 E Colorado Ave, Denver, CO 80224","$449,000 ",5601 E Colorado Ave ,Denver,CO,80224,"2,244",https://www.zillow.com/homedetails/5601-E-Colorado-Ave-Denver-CO-80224/13408418_zpid/
House for sale,"767 S Oneida St, Denver, CO 80224","$639,000 ",767 S Oneida St ,Denver,CO,80224,"2,952",https://www.zillow.com/homedetails/767-S-Oneida-St-Denver-CO-80224/13404374_zpid/
House for sale,"1575 S Monaco Pkwy, Denver, CO 80224","$629,000 ",1575 S Monaco Pkwy ,Denver,CO,80224,"3,056",https://www.zillow.com/homedetails/1575-S-Monaco-Pkwy-Denver-CO-80224/13408432_zpid/
House for sale,"310 S Jersey St, Denver, CO 80224","$595,000 ",310 S Jersey St ,Denver,CO,80224,"2,350",https://www.zillow.com/homedetails/310-S-Jersey-St-Denver-CO-80224/13403242_zpid/
House for sale,"1525 S Jersey St, Denver, CO 80224","$585,000 ",1525 S Jersey St ,Denver,CO,80224,"2,484",https://www.zillow.com/homedetails/1525-S-Jersey-St-Denver-CO-80224/13408546_zpid/
House for sale,"1730 S Monaco Pkwy, Denver, CO 80224","$481,500 ",1730 S Monaco Pkwy ,Denver,CO,80224,"2,452",https://www.zillow.com/homedetails/1730-S-Monaco-Pkwy-Denver-CO-80224/13409084_zpid/
Condo for sale,"7020 E Girard Ave Apt 302, Denver, CO 80224","$254,900 ",7020 E Girard Ave Apt 302,Denver,CO,80224,"1,000",https://www.zillow.com/homedetails/7020-E-Girard-Ave-APT-302-Denver-CO-80224/13417194_zpid/
House for sale,"6565 E Exposition Ave, Denver, CO 80224","$569,900 ",6565 E Exposition Ave ,Denver,CO,80224,"3,289",https://www.zillow.com/homedetails/6565-E-Exposition-Ave-Denver-CO-80224/13402659_zpid/
Condo for sale,"3460 S Poplar St Apt 107, Denver, CO 80224","$270,000 ",3460 S Poplar St Apt 107,Denver,CO,80224,"1,173",https://www.zillow.com/homedetails/3460-S-Poplar-St-APT-107-Denver-CO-80224/13417352_zpid/
House for sale,"21 S Kearney St, Denver, CO 80224","$3,995,000 ",21 S Kearney St ,Denver,CO,80224,"6,609",https://www.zillow.com/homedetails/21-S-Kearney-St-Denver-CO-80224/13397204_zpid/
House for sale,"277 S Krameria St, Denver, CO 80224","$770,000 ",277 S Krameria St ,Denver,CO,80224,"3,065",https://www.zillow.com/homedetails/277-S-Krameria-St-Denver-CO-80224/13397356_zpid/
House for sale,"210 S Locust St, Denver, CO 80224","$840,000 ",210 S Locust St ,Denver,CO,80224,"2,362",https://www.zillow.com/homedetails/210-S-Locust-St-Denver-CO-80224/13397390_zpid/
Townhouse for sale,"6485 E Cedar Ave, Denver, CO 80224","$665,500 ",6485 E Cedar Ave ,Denver,CO,80224,"2,182",https://www.zillow.com/homedetails/6485-E-Cedar-Ave-Denver-CO-80224/247390469_zpid/
Townhouse for sale,"6371 E Ohio Ave, Denver, CO 80224","$325,000 ",6371 E Ohio Ave ,Denver,CO,80224,"1,221",https://www.zillow.com/homedetails/6371-E-Ohio-Ave-Denver-CO-80224/54892105_zpid/
Condo for sale,"155 S Monaco Pkwy # 207, Denver, CO 80224","$530,000 ",155 S Monaco Pkwy # 207,Denver,CO,80224,"1,096",https://www.zillow.com/homedetails/155-S-Monaco-Pkwy-207-Denver-CO-80224/2087572185_zpid/
Condo for sale,"6800 E Tennessee Ave Apt 352, Denver, CO 80224","$174,900 ",6800 E Tennessee Ave Apt 352,Denver,CO,80224,864,https://www.zillow.com/homedetails/6800-E-Tennessee-Ave-APT-352-Denver-CO-80224/13404215_zpid/
House for sale,"430 S Newport Way, Denver, CO 80224","$895,000 ",430 S Newport Way ,Denver,CO,80224,"3,079",https://www.zillow.com/homedetails/430-S-Newport-Way-Denver-CO-80224/13402905_zpid/
House for sale,"316 S Magnolia St, Denver, CO 80224","$750,000 ",316 S Magnolia St ,Denver,CO,80224,"2,937",https://www.zillow.com/homedetails/316-S-Magnolia-St-Denver-CO-80224/13402989_zpid/
Townhouse for sale,"6778 E Panorama Ln Unit E-2, Denver, CO 80224","$460,000 ",6778 E Panorama Ln Unit E-2,Denver,CO,80224,"2,796",https://www.zillow.com/homedetails/6778-E-Panorama-Ln-UNIT-E-2-Denver-CO-80224/58294662_zpid/
Pre-foreclosure,"7040 E Girard Ave Apt 209, Denver, CO 80224","$221,422 ",7040 E Girard Ave Apt 209,Denver,CO,80224,"1,012",https://www.zillow.com/homedetails/7040-E-Girard-Ave-APT-209-Denver-CO-80224/13417229_zpid/
House for sale,"6690 E Mississippi Ave, Denver, CO 80224","$675,000 ",6690 E Mississippi Ave ,Denver,CO,80224,"4,105",https://www.zillow.com/homedetails/6690-E-Mississippi-Ave-Denver-CO-80224/13407060_zpid/
Condo for sale,"1888 S Jackson St Apt 604, Denver, CO 80210","$225,000 ",1888 S Jackson St Apt 604,Denver,CO,80210,864,https://www.zillow.com/homedetails/1888-S-Jackson-St-APT-604-Denver-CO-80210/13373843_zpid/
House for sale,"1982 S Logan St, Denver, CO 80210","$699,995 ",1982 S Logan St ,Denver,CO,80210,"1,410",https://www.zillow.com/homedetails/1982-S-Logan-St-Denver-CO-80210/13377784_zpid/
House for sale,"2870 S High St, Denver, CO 80210","$650,000 ",2870 S High St ,Denver,CO,80210,"1,698",https://www.zillow.com/homedetails/2870-S-High-St-Denver-CO-80210/13386593_zpid/
House for sale,"2201 S Cook St, Denver, CO 80210","$1,998,000 ",2201 S Cook St ,Denver,CO,80210,"5,992",https://www.zillow.com/homedetails/2201-S-Cook-St-Denver-CO-80210/13374158_zpid/
House for sale,"2455 S Garfield St, Denver, CO 80210","$1,725,000 ",2455 S Garfield St ,Denver,CO,80210,"5,488",https://www.zillow.com/homedetails/2455-S-Garfield-St-Denver-CO-80210/13375393_zpid/
House for sale,"1469 S Jackson St, Denver, CO 80210","$565,000 ",1469 S Jackson St ,Denver,CO,80210,"1,094",https://www.zillow.com/homedetails/1469-S-Jackson-St-Denver-CO-80210/13372087_zpid/
House for sale,"2933 S Milwaukee Cir, Denver, CO 80210","$1,400,000 ",2933 S Milwaukee Cir ,Denver,CO,80210,"4,158",https://www.zillow.com/homedetails/2933-S-Milwaukee-Cir-Denver-CO-80210/13388156_zpid/
New construction,"2374 S University Blvd # 860452, Denver, CO 80210","$320,000 ",2374 S University Blvd # 860452,Denver,CO,80210,737,https://www.zillow.com/community/observatory-flats/2080273255_zpid/
House for sale,"1110 S Milwaukee St, Denver, CO 80210","$1,695,000 ",1110 S Milwaukee St ,Denver,CO,80210,"5,359",https://www.zillow.com/homedetails/1110-S-Milwaukee-St-Denver-CO-80210/13372314_zpid/
House for sale,"2266 S Lafayette St, Denver, CO 80210","$900,000 ",2266 S Lafayette St ,Denver,CO,80210,"3,344",https://www.zillow.com/homedetails/2266-S-Lafayette-St-Denver-CO-80210/13376220_zpid/
House for sale,"2180 E Columbia Pl, Denver, CO 80210","$625,000 ",2180 E Columbia Pl ,Denver,CO,80210,"2,575",https://www.zillow.com/homedetails/2180-E-Columbia-Pl-Denver-CO-80210/13386952_zpid/
House for sale,"1831 S Pennsylvania St, Denver, CO 80210","$939,000 ",1831 S Pennsylvania St ,Denver,CO,80210,"2,958",https://www.zillow.com/homedetails/1831-S-Pennsylvania-St-Denver-CO-80210/119308244_zpid/
House for sale,"2820 S Harrison St, Denver, CO 80210","$500,000 ",2820 S Harrison St ,Denver,CO,80210,"1,285",https://www.zillow.com/homedetails/2820-S-Harrison-St-Denver-CO-80210/13387315_zpid/
House for sale,"1853 S Corona St, Denver, CO 80210","$615,000 ",1853 S Corona St ,Denver,CO,80210,"1,854",https://www.zillow.com/homedetails/1853-S-Corona-St-Denver-CO-80210/13371452_zpid/
New construction,"2374 S University Blvd # 8v9j7x, Denver, CO 80210","$410,000 ",2374 S University Blvd # 8V9J7X,Denver,CO,80210,837,https://www.zillow.com/community/observatory-flats/2080273264_zpid/
House for sale,"2100 S Monroe St, Denver, CO 80210","$849,900 ",2100 S Monroe St ,Denver,CO,80210,"3,904",https://www.zillow.com/homedetails/2100-S-Monroe-St-Denver-CO-80210/13374114_zpid/
Townhouse for sale,"1991 S Lincoln St, Denver, CO 80210","$429,000 ",1991 S Lincoln St ,Denver,CO,80210,"1,026",https://www.zillow.com/homedetails/1991-S-Lincoln-St-Denver-CO-80210/2078362334_zpid/
Condo for sale,"1616 S Broadway # 203, Denver, CO 80210","$485,000 ",1616 S Broadway # 203,Denver,CO,80210,"1,170",https://www.zillow.com/homedetails/1616-S-Broadway-203-Denver-CO-80210/303876608_zpid/
New construction,"2374 S University Blvd # Njntfz, Denver, CO 80210","$495,000 ",2374 S University Blvd # NJNTFZ,Denver,CO,80210,"1,011",https://www.zillow.com/community/observatory-flats/2080273263_zpid/
House for sale,"1503 S Emerson St, Denver, CO 80210","$525,000 ",1503 S Emerson St ,Denver,CO,80210,"1,773",https://www.zillow.com/homedetails/1503-S-Emerson-St-Denver-CO-80210/13369178_zpid/
House for sale,"2611 S Franklin St, Denver, CO 80210","$555,000 ",2611 S Franklin St ,Denver,CO,80210,"1,752",https://www.zillow.com/homedetails/2611-S-Franklin-St-Denver-CO-80210/13377272_zpid/
House for sale,"2389 S Lincoln St, Denver, CO 80210","$469,900 ",2389 S Lincoln St ,Denver,CO,80210,946,https://www.zillow.com/homedetails/2389-S-Lincoln-St-Denver-CO-80210/13379050_zpid/
House for sale,"1476 S Garfield St, Denver, CO 80210","$695,000 ",1476 S Garfield St ,Denver,CO,80210,"2,715",https://www.zillow.com/homedetails/1476-S-Garfield-St-Denver-CO-80210/13372083_zpid/
New construction,"2374 S University Blvd # Dh6pc8, Denver, CO 80210","$425,000 ",2374 S University Blvd # DH6PC8,Denver,CO,80210,988,https://www.zillow.com/community/observatory-flats/2080273262_zpid/
New construction,"2374 S University Blvd # Diqhyp, Denver, CO 80210","$395,000 ",2374 S University Blvd # DIQHYP,Denver,CO,80210,961,https://www.zillow.com/community/observatory-flats/2080273260_zpid/
New construction,"2374 S University Blvd # S74s6r, Denver, CO 80210","$395,000 ",2374 S University Blvd # S74S6R,Denver,CO,80210,937,https://www.zillow.com/community/observatory-flats/2080273265_zpid/
Condo for sale,"2225 Buchtel Blvd Apt 712, Denver, CO 80210","$250,000 ",2225 Buchtel Blvd Apt 712,Denver,CO,80210,936,https://www.zillow.com/homedetails/2225-Buchtel-Blvd-APT-712-Denver-CO-80210/52964707_zpid/
House for sale,"1600 S Steele St, Denver, CO 80210","$650,000 ",1600 S Steele St ,Denver,CO,80210,"2,007",https://www.zillow.com/homedetails/1600-S-Steele-St-Denver-CO-80210/13373525_zpid/
House for sale,"2102 S Milwaukee St, Denver, CO 80210","$1,550,000 ",2102 S Milwaukee St ,Denver,CO,80210,"4,179",https://www.zillow.com/homedetails/2102-S-Milwaukee-St-Denver-CO-80210/13374453_zpid/
House for sale,"3615 E Jewell Ave, Denver, CO 80210","$630,000 ",3615 E Jewell Ave ,Denver,CO,80210,"2,788",https://www.zillow.com/homedetails/3615-E-Jewell-Ave-Denver-CO-80210/13373793_zpid/
New construction,"2374 S University Blvd # Hlhjpt, Denver, CO 80210","$425,000 ",2374 S University Blvd # HLHJPT,Denver,CO,80210,871,https://www.zillow.com/community/observatory-flats/2080273261_zpid/
House for sale,"1421 S Steele St, Denver, CO 80210","$1,149,000 ",1421 S Steele St ,Denver,CO,80210,"3,238",https://www.zillow.com/homedetails/1421-S-Steele-St-Denver-CO-80210/13373012_zpid/
House for sale,"1544 S Downing St, Denver, CO 80210","$575,000 ",1544 S Downing St ,Denver,CO,80210,"2,051",https://www.zillow.com/homedetails/1544-S-Downing-St-Denver-CO-80210/13371024_zpid/
New construction,"2374 S University Blvd # 6ie630, Denver, CO 80210","$299,000 ",2374 S University Blvd # 6IE630,Denver,CO,80210,667,https://www.zillow.com/community/observatory-flats/2080273258_zpid/
House for sale,"2531 S Cook St, Denver, CO 80210","$1,795,000 ",2531 S Cook St ,Denver,CO,80210,"5,703",https://www.zillow.com/homedetails/2531-S-Cook-St-Denver-CO-80210/13375459_zpid/
House for sale,"2950 S Madison St, Denver, CO 80210","$725,000 ",2950 S Madison St ,Denver,CO,80210,"1,961",https://www.zillow.com/homedetails/2950-S-Madison-St-Denver-CO-80210/13387265_zpid/
House for sale,"1140 S University Blvd, Denver, CO 80210","$785,000 ",1140 S University Blvd ,Denver,CO,80210,"2,050",https://www.zillow.com/homedetails/1140-S-University-Blvd-Denver-CO-80210/13372455_zpid/
House for sale,"2160 S Saint Paul St, Denver, CO 80210","$1,495,000 ",2160 S Saint Paul St ,Denver,CO,80210,"3,984",https://www.zillow.com/homedetails/2160-S-Saint-Paul-St-Denver-CO-80210/13374444_zpid/
House for sale,"1195 S Fillmore St, Denver, CO 80210","$2,100,000 ",1195 S Fillmore St ,Denver,CO,80210,"5,497",https://www.zillow.com/homedetails/1195-S-Fillmore-St-Denver-CO-80210/13372369_zpid/
Condo for sale,"2225 Buchtel Blvd Apt 501, Denver, CO 80210","$285,000 ",2225 Buchtel Blvd Apt 501,Denver,CO,80210,"1,162",https://www.zillow.com/homedetails/2225-Buchtel-Blvd-APT-501-Denver-CO-80210/52964674_zpid/
House for sale,"2841 E Colorado Ave, Denver, CO 80210","$599,900 ",2841 E Colorado Ave ,Denver,CO,80210,"1,886",https://www.zillow.com/homedetails/2841-E-Colorado-Ave-Denver-CO-80210/13373418_zpid/
House for sale,"1647 S Pearl St, Denver, CO 80210","$1,050,000 ",1647 S Pearl St ,Denver,CO,80210,"2,248",https://www.zillow.com/homedetails/1647-S-Pearl-St-Denver-CO-80210/13369498_zpid/
Condo for sale,"2225 Buchtel Blvd Apt 609, Denver, CO 80210","$225,000 ",2225 Buchtel Blvd Apt 609,Denver,CO,80210,885,https://www.zillow.com/homedetails/2225-Buchtel-Blvd-APT-609-Denver-CO-80210/52964693_zpid/
New construction,"2374 S University Blvd # L6sgb2, Denver, CO 80210","$299,000 ",2374 S University Blvd # L6SGB2,Denver,CO,80210,622,https://www.zillow.com/community/observatory-flats/2080273257_zpid/
New construction,"2374 S University Blvd # Khj17z, Denver, CO 80210","$325,000 ",2374 S University Blvd # KHJ17Z,Denver,CO,80210,719,https://www.zillow.com/community/observatory-flats/2080273259_zpid/
Condo for sale,"2374 S University Blvd # 404, Denver, CO 80210","$429,900 ",2374 S University Blvd # 404,Denver,CO,80210,883,https://www.zillow.com/homedetails/2374-S-University-Blvd-404-Denver-CO-80210/318398700_zpid/
House for sale,"2321 S Gilpin St, Denver, CO 80210","$689,900 ",2321 S Gilpin St ,Denver,CO,80210,"1,428",https://www.zillow.com/homedetails/2321-S-Gilpin-St-Denver-CO-80210/130289914_zpid/
House for sale,"3000 E Vassar Ave, Denver, CO 80210","$1,995,000 ",3000 E Vassar Ave ,Denver,CO,80210,"5,441",https://www.zillow.com/homedetails/3000-E-Vassar-Ave-Denver-CO-80210/13375148_zpid/
Condo for sale,"1888 S Jackson St Apt 702, Denver, CO 80210","$270,000 ",1888 S Jackson St Apt 702,Denver,CO,80210,"1,165",https://www.zillow.com/homedetails/1888-S-Jackson-St-APT-702-Denver-CO-80210/67449223_zpid/
Condo for sale,"1465 S Pearl St Apt 5, Denver, CO 80210","$635,000 ",1465 S Pearl St Apt 5,Denver,CO,80210,"1,356",https://www.zillow.com/homedetails/1465-S-Pearl-St-APT-5-Denver-CO-80210/58686606_zpid/
House for sale,"2328 S Downing St, Denver, CO 80210","$599,999 ",2328 S Downing St ,Denver,CO,80210,"1,554",https://www.zillow.com/homedetails/2328-S-Downing-St-Denver-CO-80210/13376930_zpid/
House for sale,"1502 S Clarkson St, Denver, CO 80210","$1,075,000 ",1502 S Clarkson St ,Denver,CO,80210,"2,902",https://www.zillow.com/homedetails/1502-S-Clarkson-St-Denver-CO-80210/13369148_zpid/
House for sale,"1130 S University Blvd, Denver, CO 80210","$585,000 ",1130 S University Blvd ,Denver,CO,80210,"1,036",https://www.zillow.com/homedetails/1130-S-University-Blvd-Denver-CO-80210/13372453_zpid/
House for sale,"1621 S Columbine St, Denver, CO 80210","$670,000 ",1621 S Columbine St ,Denver,CO,80210,"1,322",https://www.zillow.com/homedetails/1621-S-Columbine-St-Denver-CO-80210/13373231_zpid/
House for sale,"1519 S York St, Denver, CO 80210","$749,000 ",1519 S York St ,Denver,CO,80210,"2,370",https://www.zillow.com/homedetails/1519-S-York-St-Denver-CO-80210/13371616_zpid/
Condo for sale,"2225 Buchtel Blvd Apt 803, Denver, CO 80210","$229,000 ",2225 Buchtel Blvd Apt 803,Denver,CO,80210,886,https://www.zillow.com/homedetails/2225-Buchtel-Blvd-APT-803-Denver-CO-80210/2078708387_zpid/
