House status,Name,Price,Street Address,Locality,Region,PostalCode,Size,Href
House for sale,"3940 Lazy K Dr, Castle Rock, CO 80104","$550,000 ",3940 Lazy K Dr,Castle Rock,CO,80104,"4,637",https://www.zillow.com/homedetails/3940-Lazy-K-Dr-Castle-Rock-CO-80104/13486431_zpid/
New construction,"Mesa Plan, Montaine, Castle Rock, CO 80104","$592,900 ","Mesa Plan, Montaine",Castle Rock,CO,80104,"3,330",https://www.zillow.com/community/montaine/2078270407_zpid/
House for sale,"717 Chandelle Rd, Castle Rock, CO 80104","$1,050,092 ",717 Chandelle Rd,Castle Rock,CO,80104,"6,192",https://www.zillow.com/homedetails/717-Chandelle-Rd-Castle-Rock-CO-80104/13496376_zpid/
New construction,"Twain Plan, Encore, Castle Rock, CO 80104","$507,975 ","Twain Plan, Encore",Castle Rock,CO,80104,"1,266",https://www.zillow.com/community/encore/2079646351_zpid/
New construction,"Citrine Plan, Seasons At The Oaks, Castle Rock, CO 80104","$425,950 ","Citrine Plan, Seasons at The Oaks",Castle Rock,CO,80104,"1,960",https://www.zillow.com/community/seasons-at-oaks/2078671964_zpid/
New construction,"Fleming Plan, Seasons At Cliffrose At Homestead, Castle Rock, CO 80104","$438,950 ","Fleming Plan, Seasons at Cliffrose at Homestead",Castle Rock,CO,80104,"2,190",https://www.zillow.com/community/seasons-at-cliffrose-at-homestead/2078677080_zpid/
New construction,"Cali Plan, Crystal Valley, Castle Rock, CO 80104","$416,990 ","CALI Plan, Crystal Valley",Castle Rock,CO,80104,"1,912",https://www.zillow.com/community/crystal-valley/2078584243_zpid/
New construction,"Alexandrite Plan, Bella Mesa, Castle Rock, CO 80104","$418,950 ","Alexandrite Plan, Bella Mesa",Castle Rock,CO,80104,"1,740",https://www.zillow.com/community/bella-mesa/2078233736_zpid/
House for sale,"39 Gordon Dr, Castle Rock, CO 80104","$479,900 ",39 Gordon Dr,Castle Rock,CO,80104,"1,962",https://www.zillow.com/homedetails/39-Gordon-Dr-Castle-Rock-CO-80104/13490919_zpid/
New construction,"Plan 1738 Plan, Terrain - Ranch Villa Collection, Castle Rock, CO 80104","$396,400 ","Plan 1738 Plan, Terrain - Ranch Villa Collection",Castle Rock,CO,80104,"1,738",https://www.zillow.com/community/terrain-ranch-villa-collection/2079733301_zpid/
New construction,"Holcombe Plan, Crystal Valley Pine Ridge, Castle Rock, CO 80104","$432,990 ","HOLCOMBE Plan, Crystal Valley Pine Ridge",Castle Rock,CO,80104,"2,398",https://www.zillow.com/community/crystal-valley-pine-ridge/2078661703_zpid/
New construction,"Huxley Plan, Encore, Castle Rock, CO 80104","$815,975 ","Huxley Plan, Encore",Castle Rock,CO,80104,"1,601",https://www.zillow.com/community/encore/2079646359_zpid/
New construction,"Moonstone Plan, Seasons At The Oaks, Castle Rock, CO 80104","$457,950 ","Moonstone Plan, Seasons at The Oaks",Castle Rock,CO,80104,"2,660",https://www.zillow.com/community/seasons-at-oaks/2078671962_zpid/
New construction,"Palisade (Residence 39102) Plan, Homestead At Crystal Valley, Castle Rock, CO 80104","$399,990 ","Palisade (Residence 39102) Plan, Homestead at Crystal Valley",Castle Rock,CO,80104,"1,640",https://www.zillow.com/community/homestead-at-crystal-valley/2080665064_zpid/
New construction,"Daniel Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104","$493,950 ","Daniel Plan, Cliffrose at Homestead at Crystal Valley",Castle Rock,CO,80104,"2,320",https://www.zillow.com/community/cliffrose-at-homestead-at-crystal-valley/2078677091_zpid/
New construction,"Dillon Plan, Carriage Hills At Crystal Valley, Castle Rock, CO 80104","$501,950 ","Dillon Plan, Carriage Hills at Crystal Valley",Castle Rock,CO,80104,"3,050",https://www.zillow.com/community/carriage-hills-at-crystal-valley/2078677065_zpid/
New construction,"194 Vista Cliff Cir, Castle Rock, CO 80104","$444,570 ",194 Vista Cliff Cir,Castle Rock,CO,80104,"1,830",https://www.zillow.com/homedetails/194-Vista-Cliff-Cir-Castle-Rock-CO-80104/108390362_zpid/
New construction,"Plan 1689 Plan, Terrain - Ranch Villa Collection, Castle Rock, CO 80104","$389,400 ","Plan 1689 Plan, Terrain - Ranch Villa Collection",Castle Rock,CO,80104,"1,688",https://www.zillow.com/community/terrain-ranch-villa-collection/2079733304_zpid/
New construction,"Dahl Plan, Encore, Castle Rock, CO 80104","$373,975 ","Dahl Plan, Encore",Castle Rock,CO,80104,"1,023",https://www.zillow.com/community/encore/2079646354_zpid/
New construction,"Onyx Plan, Seasons At The Oaks, Castle Rock, CO 80104","$410,950 ","Onyx Plan, Seasons at The Oaks",Castle Rock,CO,80104,"1,580",https://www.zillow.com/community/seasons-at-oaks/2078671963_zpid/
New construction,"Adderbrooke Plan, Enclave At Founder's Village, Castle Rock, CO 80104","$367,990 ","Adderbrooke Plan, Enclave at Founder's Village",Castle Rock,CO,80104,"1,460",https://www.zillow.com/community/enclave-at-founder-s-village/2081844461_zpid/
New construction,"Foster Plan, Seasons At Cliffrose At Homestead, Castle Rock, CO 80104","$441,950 ","Foster Plan, Seasons at Cliffrose at Homestead",Castle Rock,CO,80104,"2,360",https://www.zillow.com/community/seasons-at-cliffrose-at-homestead/2078677079_zpid/
New construction,"Telluride (Residence 39103) Plan, Homestead At Crystal Valley, Castle Rock, CO 80104","$419,990 ","Telluride (Residence 39103) Plan, Homestead at Crystal Valley",Castle Rock,CO,80104,"1,936",https://www.zillow.com/community/homestead-at-crystal-valley/2080665060_zpid/
New construction,"Onyx Plan, The Grove At Crystal Valley, Castle Rock, CO 80104","$398,950 ","Onyx Plan, The Grove at Crystal Valley",Castle Rock,CO,80104,"1,580",https://www.zillow.com/community/grove-at-crystal-valley/2078677054_zpid/
New construction,"Powell Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104","$525,950 ","Powell Plan, Cliffrose at Homestead at Crystal Valley",Castle Rock,CO,80104,"2,600",https://www.zillow.com/community/cliffrose-at-homestead-at-crystal-valley/2078677087_zpid/
New construction,"Sienna Plan, Crystal Valley Pine Ridge, Castle Rock, CO 80104","$414,990 ","SIENNA Plan, Crystal Valley Pine Ridge",Castle Rock,CO,80104,"1,895",https://www.zillow.com/community/crystal-valley-pine-ridge/2078661706_zpid/
New construction,"Amethyst Plan, Bella Mesa, Castle Rock, CO 80104","$395,950 ","Amethyst Plan, Bella Mesa",Castle Rock,CO,80104,"1,420",https://www.zillow.com/community/bella-mesa/2078233738_zpid/
New construction,"Plan 1780 Modeled Plan, Terrain - Ranch Villa Collection, Castle Rock, CO 80104","$402,900 ","Plan 1780 Modeled Plan, Terrain - Ranch Villa Collection",Castle Rock,CO,80104,"1,774",https://www.zillow.com/community/terrain-ranch-villa-collection/2079733299_zpid/
New construction,"Hemingway Plan, Encore, Castle Rock, CO 80104","$569,975 ","Hemingway Plan, Encore",Castle Rock,CO,80104,"1,584",https://www.zillow.com/community/encore/2079646356_zpid/
New construction,"Spruce Plan, Montaine, Castle Rock, CO 80104","$567,900 ","Spruce Plan, Montaine",Castle Rock,CO,80104,"3,063",https://www.zillow.com/community/montaine/2078270403_zpid/
New construction,"Coronado Plan, The Grove At Crystal Valley, Castle Rock, CO 80104","$465,950 ","Coronado Plan, The Grove at Crystal Valley",Castle Rock,CO,80104,"2,740",https://www.zillow.com/community/grove-at-crystal-valley/2078677060_zpid/
New construction,"Berkshire Plan, Enclave At Founder's Village, Castle Rock, CO 80104","$357,990 ","Berkshire Plan, Enclave at Founder's Village",Castle Rock,CO,80104,"1,337",https://www.zillow.com/community/enclave-at-founder-s-village/2081844460_zpid/
New construction,"Moonstone Plan, Seasons At Cliffrose At Homestead, Castle Rock, CO 80104","$433,950 ","Moonstone Plan, Seasons at Cliffrose at Homestead",Castle Rock,CO,80104,"2,660",https://www.zillow.com/community/seasons-at-cliffrose-at-homestead/2078677082_zpid/
New construction,"Silverthorne (Residence 39206) Plan, Homestead At Crystal Valley, Castle Rock, CO 80104","$444,990 ","Silverthorne (Residence 39206) Plan, Homestead at Crystal Valley",Castle Rock,CO,80104,"2,296",https://www.zillow.com/community/homestead-at-crystal-valley/2080665071_zpid/
New construction,"Sunstone Plan, Bella Mesa, Castle Rock, CO 80104","$426,950 ","Sunstone Plan, Bella Mesa",Castle Rock,CO,80104,"1,880",https://www.zillow.com/community/bella-mesa/2078233743_zpid/
New construction,"Hemingway Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104","$463,950 ","Hemingway Plan, Cliffrose at Homestead at Crystal Valley",Castle Rock,CO,80104,"2,490",https://www.zillow.com/community/cliffrose-at-homestead-at-crystal-valley/2078677085_zpid/
House for sale,"1346 Bonnyton Pl, Castle Rock, CO 80104","$565,000 ",1346 Bonnyton Pl,Castle Rock,CO,80104,"4,271",https://www.zillow.com/homedetails/1346-Bonnyton-Pl-Castle-Rock-CO-80104/108384950_zpid/
New construction,"Delaney Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104","$500,950 ","Delaney Plan, Cliffrose at Homestead at Crystal Valley",Castle Rock,CO,80104,"2,350",https://www.zillow.com/community/cliffrose-at-homestead-at-crystal-valley/2078677092_zpid/
New construction,"Vail (Residence 39208) Plan, Homestead At Crystal Valley, Castle Rock, CO 80104","$456,990 ","Vail (Residence 39208) Plan, Homestead at Crystal Valley",Castle Rock,CO,80104,"2,442",https://www.zillow.com/community/homestead-at-crystal-valley/2080665072_zpid/
New construction,"Amethyst Plan, The Grove At Crystal Valley, Castle Rock, CO 80104","$388,950 ","Amethyst Plan, The Grove at Crystal Valley",Castle Rock,CO,80104,"1,420",https://www.zillow.com/community/grove-at-crystal-valley/2078677055_zpid/
Townhouse for sale,"555 Whisper Wind Ln Unit 101, Castle Rock, CO 80104","$382,990 ",555 Whisper Wind Ln UNIT 101,Castle Rock,CO,80104,"2,703",https://www.zillow.com/homedetails/555-Whisper-Wind-Ln-UNIT-101-Castle-Rock-CO-80104/2078056451_zpid/
Condo for sale,"532 Oakwood Dr Apt E104, Castle Rock, CO 80104","$225,000 ",532 Oakwood Dr APT E104,Castle Rock,CO,80104,926,https://www.zillow.com/homedetails/532-Oakwood-Dr-APT-E104-Castle-Rock-CO-80104/55814660_zpid/
House for sale,"5891 Clover Ridge Cir, Castle Rock, CO 80104","$684,900 ",5891 Clover Ridge Cir,Castle Rock,CO,80104,"4,710",https://www.zillow.com/homedetails/5891-Clover-Ridge-Cir-Castle-Rock-CO-80104/123453697_zpid/
New construction,"Plan 1789 Plan, Terrain - Ranch Villa Collection, Castle Rock, CO 80104","$396,400 ","Plan 1789 Plan, Terrain - Ranch Villa Collection",Castle Rock,CO,80104,"1,790",https://www.zillow.com/community/terrain-ranch-villa-collection/2079733300_zpid/
New construction,"Greystone Plan, Enclave At Founder's Village, Castle Rock, CO 80104","$388,990 ","Greystone Plan, Enclave at Founder's Village",Castle Rock,CO,80104,"1,937",https://www.zillow.com/community/enclave-at-founder-s-village/2081844459_zpid/
New construction,"Copper (Residence 29203) Plan, Homestead At Crystal Valley, Castle Rock, CO 80104","$414,990 ","Copper (Residence 29203) Plan, Homestead at Crystal Valley",Castle Rock,CO,80104,"1,966",https://www.zillow.com/community/homestead-at-crystal-valley/2080665070_zpid/
New construction,"2117 Villageview Ln, Castle Rock, CO 80104","$444,990 ",2117 Villageview Ln,Castle Rock,CO,80104,"2,052",https://www.zillow.com/homedetails/2117-Villageview-Ln-Castle-Rock-CO-80104/249985994_zpid/
New construction,"Citrine Plan, Bella Mesa, Castle Rock, CO 80104","$419,950 ","Citrine Plan, Bella Mesa",Castle Rock,CO,80104,"1,960",https://www.zillow.com/community/bella-mesa/2078233740_zpid/
New construction,"Pinecrest Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104","$525,950 ","Pinecrest Plan, Cliffrose at Homestead at Crystal Valley",Castle Rock,CO,80104,"2,440",https://www.zillow.com/community/cliffrose-at-homestead-at-crystal-valley/2078677086_zpid/
New construction,"Lapis Plan, Seasons At The Oaks, Castle Rock, CO 80104","$433,950 ","Lapis Plan, Seasons at The Oaks",Castle Rock,CO,80104,"2,180",https://www.zillow.com/community/seasons-at-oaks/2078671968_zpid/
House for sale,"4057 John Ct, Castle Rock, CO 80104","$496,000 ",4057 John Ct,Castle Rock,CO,80104,"3,508",https://www.zillow.com/homedetails/4057-John-Ct-Castle-Rock-CO-80104/245221174_zpid/
New construction,"Pearl Plan, Seasons At Cliffrose At Homestead, Castle Rock, CO 80104","$421,950 ","Pearl Plan, Seasons at Cliffrose at Homestead",Castle Rock,CO,80104,"2,420",https://www.zillow.com/community/seasons-at-cliffrose-at-homestead/2078677083_zpid/
New construction,"Mercury (Residence 29202) Plan, Homestead At Crystal Valley, Castle Rock, CO 80104","$406,990 ","Mercury (Residence 29202) Plan, Homestead at Crystal Valley",Castle Rock,CO,80104,"1,813",https://www.zillow.com/community/homestead-at-crystal-valley/2080665063_zpid/
New construction,"Plan 1552 Modeled Plan, Terrain - Ranch Villa Collection, Castle Rock, CO 80104","$383,400 ","Plan 1552 Modeled Plan, Terrain - Ranch Villa Collection",Castle Rock,CO,80104,"1,603",https://www.zillow.com/community/terrain-ranch-villa-collection/2079733296_zpid/
New construction,"Pendleton Plan, Crystal Valley Pine Ridge, Castle Rock, CO 80104","$423,990 ","PENDLETON Plan, Crystal Valley Pine Ridge",Castle Rock,CO,80104,"2,219",https://www.zillow.com/community/crystal-valley-pine-ridge/2078661705_zpid/
New construction,"Charles Plan, Encore, Castle Rock, CO 80104","$566,975 ","Charles Plan, Encore",Castle Rock,CO,80104,"1,469",https://www.zillow.com/community/encore/2079646353_zpid/
New construction,"Avon (Residence 39205) Plan, Homestead At Crystal Valley, Castle Rock, CO 80104","$429,990 ","Avon (Residence 39205) Plan, Homestead at Crystal Valley",Castle Rock,CO,80104,"2,052",https://www.zillow.com/community/homestead-at-crystal-valley/2080665061_zpid/
New construction,"Essex Plan, Enclave At Founder's Village, Castle Rock, CO 80104","$377,990 ","Essex Plan, Enclave at Founder's Village",Castle Rock,CO,80104,"1,833",https://www.zillow.com/community/enclave-at-founder-s-village/2081844462_zpid/
New construction,"Arlington Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104","$472,950 ","Arlington Plan, Cliffrose at Homestead at Crystal Valley",Castle Rock,CO,80104,"1,850",https://www.zillow.com/community/cliffrose-at-homestead-at-crystal-valley/2078677095_zpid/
New construction,"Coral Plan, Bella Mesa, Castle Rock, CO 80104","$415,950 ","Coral Plan, Bella Mesa",Castle Rock,CO,80104,"1,830",https://www.zillow.com/community/bella-mesa/2078233741_zpid/
House for sale,"3248 Mccracken Ln, Castle Rock, CO 80104","$615,000 ",3248 Mccracken Ln,Castle Rock,CO,80104,"4,190",https://www.zillow.com/homedetails/3248-Mccracken-Ln-Castle-Rock-CO-80104/108380829_zpid/
New construction,"Daniel Plan, Carriage Hills At Crystal Valley, Castle Rock, CO 80104","$471,950 ","Daniel Plan, Carriage Hills at Crystal Valley",Castle Rock,CO,80104,"2,300",https://www.zillow.com/community/carriage-hills-at-crystal-valley/2078677062_zpid/
New construction,"Henley Plan, Crystal Valley Pine Ridge, Castle Rock, CO 80104","$448,990 ","HENLEY Plan, Crystal Valley Pine Ridge",Castle Rock,CO,80104,"2,649",https://www.zillow.com/community/crystal-valley-pine-ridge/2078661702_zpid/
New construction,"Austen Plan, Encore, Castle Rock, CO 80104","$522,975 ","Austen Plan, Encore",Castle Rock,CO,80104,"1,280",https://www.zillow.com/community/encore/2079646350_zpid/
New construction,"Blake Plan, Encore, Castle Rock, CO 80104","$741,975 ","Blake Plan, Encore",Castle Rock,CO,80104,"1,497",https://www.zillow.com/community/encore/2079646358_zpid/
New construction,"Coventry Plan, Enclave At Founder's Village, Castle Rock, CO 80104","$402,990 ","Coventry Plan, Enclave at Founder's Village",Castle Rock,CO,80104,"2,053",https://www.zillow.com/community/enclave-at-founder-s-village/2081844463_zpid/
New construction,"Plan 1632 Plan, Terrain - Ranch Villa Collection, Castle Rock, CO 80104","$387,400 ","Plan 1632 Plan, Terrain - Ranch Villa Collection",Castle Rock,CO,80104,"1,617",https://www.zillow.com/community/terrain-ranch-villa-collection/2079733294_zpid/
New construction,"Fraser (Residence 36204) Plan, Homestead At Crystal Valley, Castle Rock, CO 80104","$404,990 ","Fraser (Residence 36204) Plan, Homestead at Crystal Valley",Castle Rock,CO,80104,"1,913",https://www.zillow.com/community/homestead-at-crystal-valley/2080665065_zpid/
House for sale,"4352 Las Lunas Ct, Castle Rock, CO 80104","$489,900 ",4352 Las Lunas Ct,Castle Rock,CO,80104,"2,689",https://www.zillow.com/homedetails/4352-Las-Lunas-Ct-Castle-Rock-CO-80104/82022735_zpid/
New construction,"Avalon Plan, Cliffrose At Homestead At Crystal Valley, Castle Rock, CO 80104","$459,950 ","Avalon Plan, Cliffrose at Homestead at Crystal Valley",Castle Rock,CO,80104,"1,940",https://www.zillow.com/community/cliffrose-at-homestead-at-crystal-valley/2078677097_zpid/
New construction,"Hennessy Plan, Crystal Valley Pine Ridge, Castle Rock, CO 80104","$452,990 ","HENNESSY Plan, Crystal Valley Pine Ridge",Castle Rock,CO,80104,"2,716",https://www.zillow.com/community/crystal-valley-pine-ridge/2078661709_zpid/
New construction,"Neuville Plan, Crystal Valley, Castle Rock, CO 80104","$400,990 ","NEUVILLE Plan, Crystal Valley",Castle Rock,CO,80104,"1,654",https://www.zillow.com/community/crystal-valley/2078584242_zpid/
New construction,"Durango (Residence 36203) Plan, Homestead At Crystal Valley, Castle Rock, CO 80104","$394,990 ","Durango (Residence 36203) Plan, Homestead at Crystal Valley",Castle Rock,CO,80104,"1,670",https://www.zillow.com/community/homestead-at-crystal-valley/2080665066_zpid/
House for sale,"2964 Mountain Sky Dr, Castle Rock, CO 80104","$475,000 ",2964 Mountain Sky Dr,Castle Rock,CO,80104,"4,387",https://www.zillow.com/homedetails/2964-Mountain-Sky-Dr-Castle-Rock-CO-80104/82028795_zpid/
New construction,"Dresden Plan, Enclave At Founder's Village, Castle Rock, CO 80104","$377,990 ","Dresden Plan, Enclave at Founder's Village",Castle Rock,CO,80104,"1,885",https://www.zillow.com/community/enclave-at-founder-s-village/2081844466_zpid/
House for sale,"3250 Nellies Way, Castle Rock, CO 80104","$1,200,000 ",3250 Nellies Way,Castle Rock,CO,80104,"6,195",https://www.zillow.com/homedetails/3250-Nellies-Way-Castle-Rock-CO-80104/82024144_zpid/
New construction,"469 Whisper Wind Ln #107, Castle Rock, CO 80104","$410,990 ",469 Whisper Wind Ln #107,Castle Rock,CO,80104,"2,941",https://www.zillow.com/homedetails/469-Whisper-Wind-Ln-107-Castle-Rock-CO-80104/2078164728_zpid/
New construction,"455 Whisper Wind Ln #106, Castle Rock, CO 80104","$410,990 ",455 Whisper Wind Ln #106,Castle Rock,CO,80104,"2,941",https://www.zillow.com/homedetails/455-Whisper-Wind-Ln-106-Castle-Rock-CO-80104/2078165816_zpid/
New construction,"488 Whisper Wind Ln #103, Castle Rock, CO 80104","$420,992 ",488 Whisper Wind Ln #103,Castle Rock,CO,80104,"2,941",https://www.zillow.com/homedetails/488-Whisper-Wind-Ln-103-Castle-Rock-CO-80104/2078166096_zpid/
Condo for sale,"532 Oakwood Dr Apt B207, Castle Rock, CO 80104","$156,500 ",532 Oakwood Dr APT B207,Castle Rock,CO,80104,609,https://www.zillow.com/homedetails/532-Oakwood-Dr-APT-B207-Castle-Rock-CO-80104/55814620_zpid/
New construction,"Peridot Plan, Seasons At Cliffrose At Homestead, Castle Rock, CO 80104","$399,950 ","Peridot Plan, Seasons at Cliffrose at Homestead",Castle Rock,CO,80104,"1,800",https://www.zillow.com/community/seasons-at-cliffrose-at-homestead/2078677081_zpid/
New construction,"Eliot Plan, Encore, Castle Rock, CO 80104","$378,975 ","Eliot Plan, Encore",Castle Rock,CO,80104,924,https://www.zillow.com/community/encore/2079646355_zpid/
New construction,"Coral Plan, The Grove At Crystal Valley, Castle Rock, CO 80104","$408,950 ","Coral Plan, The Grove at Crystal Valley",Castle Rock,CO,80104,"1,830",https://www.zillow.com/community/grove-at-crystal-valley/2078677058_zpid/
